「郭董另有要務」吳郭會延期2天,【綜合報導】國民黨總統初選制度尚未定案，黨中央原定本周六安排黨主席吳敦義與鴻海集團董事長郭台銘進行「吳郭會」，但因為郭董另有要務，國民黨昨宣布「吳郭會」將延後至13日舉行，至於15日要提報中常會的總統提名特別辦法，目前時程暫時不變。國民黨中常會通過4位中常委提案後，便將主、被動參選人納入初選民調，吳敦義也隨即與各參選人會面，先後與韓國瑜、王金平、朱立倫、周錫瑋等人會面，接下來還有孫文學校總校長張亞中以及郭台銘要跟吳敦義會面。鴻海董事長郭台銘昨晚po臉書，指前天記者會他現場秀跨腿示範「雙腿論」，由於腿實在太軟Q，被網友笑稱要開國術館，郭董澄清：「誤會了！」立法院前院長王金平昨從廈門赴漳州前往王氏家廟祭祖，宗親們都舉布條熱鬧迎接，王金平強調祭祖尋根回原鄉不應受政治阻隔。不過，漳州市白礁村當地為安排王金平祭祖，沿路維安均嚴格控管，一般人均不得靠近。,2019/5/8
宣布參選後首赴美戴新版國旗帽現身郭董po白宮照暗示將見川普,【國際中心、財經中心╱綜合外電報導】鴻海董事長郭台銘周二飛赴美國，威斯康辛州州長爆料，郭台銘將再度進入白宮與川普會商，白宮也未予否認。儘管消息人士透露，此行是為討論鴻海威州投資事宜，但郭台銘宣布選總統後首度進白宮會川普，刻意展現人脈與國際影響力，為參選造勢意味濃厚。郭台銘美東時間周三零時左右抵達華府，才休息幾個小時，近中午就輕裝出現在白宮附近，穿著紅色夾克、卡其褲，戴著繡有中華民國國旗與美國國旗的粉紅色國旗帽，在白宮正前方拍照上傳臉書粉絲團，小編還開玩笑說：「最近是不是流行爆雷」，文末並模仿川普口吻加註主題標籤（hashtag）「#MakeTaiwanGreatAgain」。早先美聯社引述威州州長埃弗斯（TonyEvers）說法表示，郭台銘將前往白宮和美國總統川普見面。白宮方面則表示兩人並未在周二會面，但未排除在美東時間周三（1日）可能見面。路透引述消息人士報導指出，郭台銘赴白宮是為了與川普討論鴻海威州投資事宜。埃弗斯則透露，這場會議不會有威州官員陪同，不清楚兩人可能會談內容，並半開玩笑地表示，川郭也許會交換選戰秘訣，討論「如何贏得這場選戰。」《蘋果》記者周二詢問郭台銘是否要前往美國，當時仍在台北的郭先反問：「你怎麼知道？」接著證實近日的確要往東飛，但詳細行程無法透露，隨後表示要去趕飛機了。對於外媒披露郭台銘訪問白宮行程，鴻海發言人表示，不會評論董事長行程。外媒則引述鴻海聲明指出，鴻海定期與威州政府及聯邦政府往來，但以保有隱私為由未證實任何可能的會面安排。郭台銘曾承諾投資威州100億美元（約3090.5億元台幣），並創造1.3萬個工作機會，但埃弗斯憂心依目前進度，鴻海恐難實踐承諾，先前拋出考慮削減提供鴻海的投資獎勵優惠，要與鴻海重新談判。據威州拉辛郡地方報紙《TheJournalTimes》報導，鴻海4月26日公布威州6代面板廠最新一波徵才訊息，將再釋出30個工作機會，涵蓋基層員工至高階幹部，培訓內容則包括液晶顯示器技術、晶圓廠興建與營運。,2019/5/2
專家看郭韓像「歌劇院對歌仔戲」,馬英九文教基金會昨邀集有機會角逐2020年大位的3大巨頭參與圓桌論壇，各自表述經濟理念，萬寶投顧董事長朱成志分析鴻海董事長郭台銘、高雄市長韓國瑜的表現，有如「天龍配地虎」、「國家歌劇院對上本土歌仔戲」，雙方表現可圈可點，但就投資界眼光來看，郭台銘已點出未來經濟藍圖，他指出的每個方向，幾乎檔檔都是「明牌」。朱成志說，韓國瑜嚴格說並沒有提出明確政策，只有簡單的希望將政府機能轉為商業服務，韓的談吐舉例多、接地氣，可以想見會讓一般民眾「聽得很爽」，韓的策略或許可以讓政府效率提升，但沒辦法讓企業賺錢。反觀郭台銘，朱成志說，從早上的專題到下午的圓桌論壇，郭台銘點出幾個重點，包括美中貿易戰的壓力，中國一定會驚天動地開放，這時候中華民國的定位在哪裡，還有5G及AI兩大發展，都點出了未來經濟藍圖，可以讓台灣發展、翻轉經濟。其次郭台銘還提到一個重點，未來一旦美中貿易戰結束，美國還是會到中國設廠，但敏感性科技技術，預料不會到中國，這時距離中國一臂之遙的地方，就有機會得利，這個一臂之遙，指的就是台灣，所以未來貿易戰結束後，全球勢必投入科技戰，台灣若是2020不準備好，勢將被淘汰。財經中心,2019/5/1
圓桌會藍營3巨頭論戰經濟郭台銘聚焦青創韓國瑜暢談「發大財」朱立倫喊執行力,【楊喻斐╱台北報導】馬英九基金會昨舉辦研討會，藍營總統參選人幾乎全數到齊，鴻海董事長郭台銘用了18分鐘論述，採取「親韓打綠」策略，多次提及「韓市長」，砲火朝向民進黨政府。他在重頭戲圓桌論壇時聚焦青年創業，表態未來擬成立青年創業基金，幫助年輕人和國際上有實力的投資者接軌，讓台灣年輕人走入國際舞台。馬英九基金會昨舉辦「突破困境、迎接挑戰」重振台灣競爭力會議，昨邀請郭台銘演講，郭首度談到參選動機，指年輕人低薪、負債、無法學以致用，許多人看到他們的憤怒，他卻看到年輕人的絕望與沮喪。郭台銘以「美中貿易戰對未來台灣經濟的機遇和挑戰」為題發表演說，指未來科技發展沒有G20，只有G2，就是美中各自定標，未來世界將是「Oneworld、Twosystems（一個世界、兩套系統）」，呼籲台灣只要掌握機會，就能達到「台灣獲利、美國達標、中國轉型成功」三贏境界。下午圓桌論壇時，郭台銘表示，鴻海集團內部透過所謂的三創「創意、創新、創業」鼓勵員工創業，他並請到兩位在鴻海集團內部創業成功的「肚肚」Henry孫和翊和「H.Spectrum」Saxon陳俊嘉現身說法，這兩個人當初都是把自己的身家押下去，獲得郭台銘支援而創業成功。郭台銘強調，所有總統參選人都要疼惜年輕人，未來他希望可以成立一個青年創業基金，爭取真正有實力的創業投資者，像是軟銀的孫正義。他說現在很多人在網路上攻擊他，但他不怕，內心充滿拯救台灣年輕人的使命感。郭台銘說，對於台灣而言，最大的市場是美國，其次是中國，要如何建立關係，外交與經濟得互相結合。郭借用成吉思汗的話：「如果當一群老虎被一個綿羊所帶領，那這一群老虎也變成綿羊。」如果是綿羊的總統，大家也都會變成綿羊。郭說，「我是老鼠拖出來的老虎，但我不願意被現在的綿羊政府帶領。」郭台銘稱韓講義氣，接地氣，是個好市長，「我常說政治要為經濟服務，韓國瑜做到了！」論壇結束後，郭台銘隨即啟程赴美，是否會再與美國總統川普會面，或與威州州長艾佛斯見面，相關人士則不願透露。未來科技發展沒有G20，只有G2，由美中各自定標貿易戰台灣要掌握機會，達到「台灣獲利、美國達標、中國轉型成功」三贏境界成立青年創業基金，和國際有實力投資者接軌台灣不需要每個地方蓋蚊子館，錢應做有效運用我是老鼠拖出來的老虎，但我不願被現在的綿羊的政府帶領資料來源：《蘋果》採訪整理【黃韋銓╱台北報導】高雄市長韓國瑜昨出席馬英九基金會舉辦的「突破困境、迎接挑戰」重振台灣競爭力會議，在圓桌論壇中，韓國瑜持續暢言「貨出得去，人進得來，高雄發大財」的夜市觀光庶民經濟，強調政府不應該讓所有企業有後顧之憂，經濟要翻轉，政府部門要先翻轉，經濟才有可能成長。不過議論稍嫌不夠具體。「貨出得去，人進得來，高雄發大財」，韓國瑜昨在圓桌論壇再次搬出讓他翻身的選舉金句。韓國瑜表示，這句話沒什麼高深經濟理論，當初他到了高雄農業縣，看到農產品賣不出去，跑去跟夜市攤販聊天，發現觀光客進不來，這城市要怎麼救？他自己觀察後就想到一句話，東西要賣出去，人要進得來，高雄才能發大財，這道理不是很難懂。韓國瑜舉例，什麼是愛情？就是費盡千辛萬苦最後希望洞房花燭夜，什麼叫選舉？就是票多的贏、票少的輸，什麼叫賺錢？就是東西賣出去，人賺大錢，他體會到升斗小民要求不高，就是安身立命，在工作之中多勞多得，沒想到造成這麼大迴響。「我們就是政治整椎師」，要從政治先改革。韓國瑜表示，過去學而優則仕，唯有讀書高，慢慢就有官本位心態，所以政府不應該高高在上，政府改革是非常迫切的。韓說，思路一通就全部都通，政府不應讓所有企業家有後顧之憂，也不應認為手上有權，就覺得自己簡直不得了，台灣經濟要翻轉，政府部門認知要先翻轉，經濟才有可能成長。圓桌會議進行到提問階段，對於媒體人陳文茜提問，如何落實AI跟雙語教學？韓國瑜回應他最擔憂的就是教育問題，他的家鄉雲林20年前推動雙語教育，當年沒人想到有人會在雲林推雙語中小學，但下一代沒有中英文雙母語，第一回合就被KO，一點機會都沒有，讓他非常擔憂。至於統獨議題，韓國瑜說，統獨講那麼多年，民進黨掌握行政院、立法院，也不敢獨，其實台灣只剩兩種人，第一種是過得好，根本不管中國大陸；第二種是希望台灣人過得更好，大陸人也很好，兩邊都過得好，如果是第一種可能比較傾向獨派，第二種可能中間傾向「合」，這是從心理分析。政府改革迫切，過去學而優則仕，唯有讀書高，政府不應該高高在上公務員要理解我們就是「政治整椎師」，思路一通就全部都通，認知要先改變台灣經濟要翻轉，政府不應讓企業家有後顧之憂統獨講那麼多年，民進黨掌握行政院、立法院，也不敢獨台灣未來不能再搭圍牆，才能拼經濟。內心世界要打開，才會處處有機會資料來源：《蘋果》採訪整理【黃韋銓╱台北報導】新北市前市長朱立倫昨參加重振台灣競爭力會議圓桌論壇時強調，台灣的經濟特點是「吃硬不吃軟」，靠硬體發展，但未來要軟硬兼施，發展新創、文化、生活經濟。對於鴻海董事長郭台銘主張「為年輕人創造機會、拼科技和AI產業最重要」，朱則認為，不但要給年輕人機會，老中青各世代也要有未來，「不要拼成富民經濟，而是全民經濟、庶民經濟。」昨天論壇現場依筆畫順序發言，最先發言的是朱立倫，他自嘲說，安排他先發言，「因為我是唯一沒有工作的人。」隨即話鋒一轉，批評總統蔡英文領導國家沒方向，沒有「leadership（領導力）」。朱強調，要成為總統，最重要的是執行力，這是每個人都期待的，還要有協調力，把不同意見整合在一起、把大家團結起來，更要有強烈的企圖心、包容和同理心，才能領導國家。由於郭台銘上午演講時提到「大家都說要拼經濟，但涵蓋面不夠，目前要拼的是科技和AI」，朱立倫提出不同看法。朱說，他在政府服務多年，拼經濟不能只看科技、新創經濟，而要拼全民經濟。「政府拼經濟，不要拼成富民經濟，而是全民經濟、庶民經濟」，經濟發展的成果一定要讓全部民眾都感受到，「這才是我們要拼的經濟」。朱指出未來AI不可能取代人，但會成為重要助手，政府必須創造更多機會。朱立倫也認為，要給年輕人發展機會很重要，但應不分老中青少、銀髮族等，大家都有機會、都能獲利，不是只給年輕人未來。未來台灣的經濟發展要軟硬兼施，除了在新創經濟、AI、大數據、資安、電競等扮演重要角色，培養軟體科技人才，結合宗教民俗觀光的文化經濟，以及包含食衣住行娛樂的文化經濟，也都能創造出產業的價值和就業機會。最後朱立倫把矛頭轉回民進黨，批民進黨現在競選連任，一定會說以後要如何改革，所以必須連任，但「施重肥，不如換新株」，台灣要重新站起來、重新出發，換掉民進黨政府，才能走出台灣未來的明天。朱也強調，「與神同行，不如與民同行」，經濟發展要讓全民受用，民進黨都用減法經濟，但應該要用加法經濟，政府必須加強對人的照顧，不要忘記以民為本。總統最重要的是要有執行力、協調力，整合不同意見，以及強烈企圖心，中華民國要更強郭台銘說科技和AI是重點，但拼經濟不能只看科技，拼經濟不要拼成富民經濟，而是拼全民經濟、庶民經濟，士農工商都能分享經濟發展成果雖然要給年輕人一個未來，但不分老中青少、銀髮族，大家都要有機會、都能獲利台灣有很多隱形冠軍，把台灣當基地，到世界各地生產，呼籲台商回來，創造更多就業機會資料來源：《蘋果》採訪整理,2019/5/1
參選玩真的郭董解質27萬張股票,鴻海董事長郭台銘選總統玩真的，上月17日宣布參加國民黨黨內初選後，上月22日一口氣在5家銀行將個人名下持有鴻海股票辦理解除質押，總值高達237億元，銀行主管解讀為「跨出處理個人名下財產的第1步」，是為後續信託或處分做準備。郭台銘持有鴻海股票近133萬1998張，總市值高達1167億元，此次解除質押27萬288張，若以上月22日鴻海收盤價87.8元計算，市值高達237億元，剩餘仍有76萬7672張設定質押。銀行主管表示，公司大股東拿股票當抵押品向銀行借錢，股票質押在銀行裡，所有權屬於銀行，一旦想把股票的「權利贖回」，必須先還錢給銀行，股票所有權才會回到借款人身上，才可以進行下一步「過戶」、「信託」處理。財經中心,2019/5/4
郭台銘：沒我鴻海更好交棒之旅白宮：川普未談及支持郭選總統,2020大選風雲郭董訪美【綜合報導】鴻海董事長郭台銘周四高調進入白宮會見美國總統川普後，罕見邀媒體一起搭乘私人專機，從華府飛赴威斯康辛州，豪華專機內裝首度曝光。郭台銘對隨行媒體表示，他轉換跑道後將「退出江湖」，相信會讓大家看到「沒有郭台銘的鴻海比過去做得更好」，若他當選總統，當然會以國家利益為重。郭台銘先前穿媽祖背心宣布參選、披關公圍巾征戰日本購併夏普，此次訪美「交棒之旅」也「與神同行」，迎請媽祖及關公神像，從華府到威州1個多小時，他全程捧著媽祖神像。郭台銘強調他此行有3個目的，第1是將媽祖與關公神尊請到威州廠坐鎮；第2是與威州新州長埃弗斯（TonyEvers）會面；第3是與員工座談，告訴員工他即將交棒。郭台銘表示，迎請神像主要為了安定軍心，讓美國員工了解，他交棒之後，鴻海一樣正常運作。而他與埃弗斯談判也如有神助，埃弗斯不僅親自接機，會後對鴻海態度明顯軟化，稱自己從未不支持鴻海威州投資案，即使投資規模較原本預期小，仍希望計劃能順利進行，似乎不再堅持重談協議。此外，郭台銘介紹此行專機時特別強調，這架飛機是他的私人專機，並非鴻海集團出資，購買私人飛機的目的主要是為了方便往來各地洽商，時間上也更有彈性。郭台銘曾被媒體直擊的私人飛機有3架，均出自美國灣流航太公司，最新1架G650ER航程較舊的2架G550更長，可從台北直飛美東不用中停加油，可搭乘14人，機上設施豪華，後座對排座椅可鋪平成床，最多可睡上3?4名成年人。至於與川普會後，白宮發布聲明證實「川郭會」，稱郭台銘將宣布加碼投資威州，但澄清2人並未談及川普是否支持郭台銘選總統，部分人士解讀為「打臉」郭台銘，更批郭台銘是「蹭」川普的「合照黨」。美國參院幕僚也透露，美方憂心，川郭會被台北方面（或北京方面）看成美國表態支持最親中的台灣總統候選人，如果投郭台銘就等於贊成兩岸統一。美方也不願這場會面被解讀視為幫（對北京較親善的）國民黨背書。世新大學新聞系教授彭懷恩指出白宮聲明只是表明美國不願介入其他國家民主選舉立場，象徵撇清與郭的關係。美國資深國安官員也向《蘋果》透露，川郭會非政治性會面，全為討論威州投資案，重點是川普要逼他實踐投資建廠的承諾，美國絕無介入台灣選舉意圖。不過郭台銘見川普有其政治考量，川普見郭台銘也一樣，由於威州對川普連任非常重要，確保郭的威州投資有助於川普選情。★機型：灣流G650ER★製造商：美國灣流航太（GulfstreamAerospace）★最大航程：7500浬★飛行極速：音速0.85倍★機齡：．2015年9月美國喬治亞州出廠．2016年3月21日交機★造價：6500~6650萬美元（20.1~20.6億元台幣）資料來源：《蘋果》資料室,2019/5/4
反擊打臉說郭台銘：越級見川普政客不開心,【綜合報導】鴻海董事長郭台銘進白宮會見美國總統川普，還高調在臉書貼照片宣傳，被解讀成川普為郭背書，引來批評；白宮發聲明強調兩人談的是威州投資議題，更被指是白宮打臉。郭董昨在臉書貼文強調，川普當選總統時與總統蔡英文通電話，被蔡視為重大突破，既然川蔡當年可以熱線，當然「川郭」現在也可以見面，「我們關係是更上層樓的。」拿白宮回應操作是打臉，是件可悲又可笑的事。郭董見川普，藍委蔣萬安、童惠珍都認為是加分，但白宮聲明遭指是「打臉」，郭董昨在臉書發千字長文，強調「擺脫經濟發展困境、爭取國際生存空間，只有郭台銘做得到」。中華民國第一次有預備參加總統競選的參選人能進入白宮，與現任美國總統直接對談，這應該是一件美事，奇怪的是台灣卻有很多人不開心。郭說，因為他破壞了台灣政客分顏色、選邊站的「政客遊戲規則」。白宮對郭台銘到訪的聲明，被操作成打臉。郭董強調這些人想混淆的焦點是：為什麼川普預先知道我已經是國民黨總統初選參選人後，仍然願意邀我進入白宮會談50分鐘，說我是他的好朋友。我相信民眾的眼睛是雪亮的，因為郭台銘會創造價值、能維持和平並能真正創造多方多贏。郭董強調，他是「經濟人」，開大門、走大路，腳踏實地、說到做到，不受「政客遊戲規則」的制約。「我要用我40年來創業及克服困難的經驗讓台灣擺脫光說不練的窘境，要創造台灣在中美夾殺中的生存空間進而左右逢源，改變受到擠壓的經濟發展環境！」但華府消息人士強調，這場「川郭會」百分之百跟威州投資案有關，並非政治性的會面，美國參議院消息人士還稱，「川郭會」被解讀為川普為郭董背書，美國如想補救此事的「損害」，平衡立場，最好派一名內閣官員訪台。知情人士還意有所指地說，白宮之行拉抬郭在國民黨的聲勢，其實對蔡英文選情有利：「你覺得郭台銘能擊敗蔡英文？民進黨該感謝我們」。,2019/5/5
王金平放話捐補助款郭台銘允諾當總統領1元薪水,【黃韋銓╱台北報導】郭台銘日前允諾若當選總統，薪水將全數捐出，每個月僅象徵性領1元。王金平則指出，若當選總統，會把每票30元的選舉補助款全數捐出做公益，至於薪水留著家用。國民黨總統初選暗潮洶湧，黨中央提名協調5人小組成員、國民黨副主席郝龍斌遭影射暗自動員軍系「挺郭黑韓」。對此，立法院前院長王金平昨表示，黃復興黨部秉持中立，本來就是應該的，但不要去誣賴別人，也不要自己憑空想像，否則影響團結。王為郝龍斌喊冤說，郝很公正，不可能有這方面情事，這等於是「黑郝」。郝也怒批，這是陰謀放話，受益的是非國民黨參選人。王金平昨接受郝龍斌廣播專訪，對於高雄市長韓國瑜若參選總統，藍營恐輸掉市長補選，再加上總統選舉不穩，恐造成雙輸，王金平說：「大家自己去想」，不想被媒體曲解，造成韓陣營誤會。而地方傳聞派系已開始選邊站，王說，很多人都是20年以上情義相挺的人，現在情勢上有變化，每個人有自己的選擇，他也給予尊重。至於有名嘴爆料，若韓國瑜勝出，王金平會脫黨參選，王聽聞此事，語氣略顯不耐地表示這是天大的笑話，「我是關關難過、關關過，最後還是會贏得初選，所以沒這（脫黨）問題。」針對外傳軍系的黃復興黨部不滿5人協調小組私下動員郭台銘，質疑黨中央有失中立，郝龍斌澄清，5人小組絕對公平、公正、公開，所謂「挺郭黑韓」是陰謀放話，恐導致韓國瑜、郭台銘，甚至5人小組受創；郝也憂心，若此事發酵，受益可能是民進黨和其他非國民黨參選人，不要聽信有心人放話。,2019/5/31
郭台銘：當選後不特赦扁喊開徵富人稅補足軍公教年金,【楊喻斐、黃韋銓╱台北報導】國民黨總統初選參選人郭台銘，昨天接受TVBS《少康戰情室》主持人趙少康專訪，被問及當選後要不要特赦前總統陳水扁，郭台銘首度表態，強調不會特赦阿扁，若他違規會把他關回去。趙少康問郭台銘，會不會特赦阿扁？會不會繼續讓阿扁「趴趴走」？郭台銘斬釘截鐵說：「當選後不會特赦阿扁，如果阿扁做不應該做的事情，會讓他回籠！」郭台銘說，總統蔡英文對於陳水扁的做法是不特赦，但縱容他到處趴趴走，他自己的態度是「不會特赦陳水扁」。郭強調，法律不是訂著擺著，有法不能不執行，特赦有特赦的標準與條件，保外就醫也有相關規範，不能政府換顏色就有不同的執法標準，法律規定陳水扁不能參與選舉活動，如果阿扁不符合保外就醫的規定就得回籠。由於現在的退休基金經營管理績效不好，郭台銘提到，如果他當選，會找全世界最好的基金管理公司來管理，不管賺錢還是虧錢，都要給5％的收益。他以新加坡主權基金淡馬錫為例，過去30年每年績效18％，今年比較不好，但也有12％；郭還說可以開徵富人稅，他舉例，排名前200?500名富人課稅2億元，500名之後課稅1億元，如此稅收可增加上千億元，可以補軍公教被砍的年金。郭台銘也說，當選總統後，要提升公務員的競爭力，採取考核績效導向。由於他父親郭齡瑞是基層警員出身，但過去公務員調薪都是齊頭式調薪，這樣不公平。郭說，公務員如今沒有競爭力，是制度的關係，以鴻海集團為例，假設員工得到獎賞是100％，其中50?55％是薪水，其餘45％是獎金；台灣也應要引進這樣的制度，才能激發鬥志與前進的力量。趙少康提問，鴻海集團在中國布局這麼久，如果未來掐住鴻海集團的脖子來威脅郭台銘，他會怎麼辦？郭台銘回應表示，鴻海是外銷型產業，旺季最高可提供大陸120萬個工作機會，淡季也有70萬個，現在中國經濟「六穩」中的穩就業、穩外銷、穩外貿，他就握有3個，而鴻海做代工的品牌甚麼都有，如果掐住鴻海的脖子，外商全部出不了貨，對他（中國）沒有任何好處。在進去《少康戰情室》之前，郭台銘接受訪問時一度發怒，他說：「大家都說國民黨挺我，但我天天呼籲卻沒人理我，還說挺我！」郭批評，國民黨為什麼不肯像民進黨一樣，50％採用手機民調，支持他的人都是出去拼經濟，沒時間在家裡接電話，若改納手機民調，「給我點時間，我認為我民調會起來！」郭台銘說，民進黨已同意民調50％採用手機，他再次呼籲國民黨高層及中央，應該像民進黨一樣，50％採用手機民調。外傳國民黨主席吳敦義挺郭，另外黨中央還有5人小組密謀「挺郭黑韓」，郭台銘深不以為然，氣憤說不知謠言從哪來，他把這當作是抹黑，因他與國民黨高官沒有深的交情及接觸，「我才是政治素人。」對於郭台銘的砲火四射，國民黨發言人歐陽龍表示，黨中央有提名協調小組和民調小組，目前中常會通過的提名特別辦法是採取全市話抽樣，因手機民調還沒有科學實際數據，甚至一人可能有多支電話，因此目前不會改變規則。,2019/5/31
環保再升級郭台銘董事長＆清淨海向國際化邁進！,【工商消息】本文由清淨海提供你相信一顆小小的天然、環保『洗衣球膠囊』，正引領未來的世界潮流嗎？清淨海生技股份有限公司在2005年就專利研發出這顆洗劑界的神奇膠囊，並於2008年獲得日內瓦國家發明金牌獎殊榮！只有真正懂得愛惜資源的內行人才會知道，清淨海生技天然、環保、無毒、無污染，綠色標章產品的好。從1996年開始經營代工到【清淨海】自有品牌，始終堅持只做:天然+無毒+環保+無汙染；人人用得起的天然洗劑系列產品。24年來羅志禮董事長，秉持『環保，要大家都來用才有意義』的經營理念，讓『清淨海』不僅是台灣環保標章和清潔用品的領導品牌，更將天然環保產品上架到全通路，他希望有一天台灣所有小河都能再看到魚蝦悠游，所有石化毒害都不復存在於個人、家庭或地球上，繼續危害我們下一代子子孫孫的健康！24年的時間，人生1/4的付出，清淨海生技股份有限公司終於研發創新出劃時代的專利產品【膠囊球】系列產品！目前市面上漸趨普遍的洗衣膠囊，早已擁有歐美國家7成的牌面市佔率，很多人誤以為是歐美日研發的技術，其實這種「可溶解、無污染的膠囊包覆技術」專利發明者，就是清淨海生技股份有限公司的國際專利！發明人就是台灣青年創業的代表人:清淨海生技『羅允俊總經理』，初始的研發理念是想要節省包材的垃圾量，讓包材在洗劑使用後還能不危害生態循環、自然消逝，進而締造出對消費者生活更便捷、對生態持續友善的創新發明。清淨海生技早在2007年即取得台灣發明專利、並於2008年起陸續取得日內瓦國家發明金牌獎、中國發明專利、美國發明專利…等多重國際獎項與專利保護。未來更會以專利及創新發明的系列產品:佈局台灣、放眼天下，為台灣中小企業及產業開創出更有國際競爭力的跨國集團。不僅如此，清淨海生技結合多項發明專利的核心know-how及多年的環保洗劑研製優勢，將提供市場更濃縮、更精省、更便利、更環保更健康的革新產品，優化消費者的洗滌經驗，同時持續在環保的企業使命上發揮更多指標性的『領頭羊』影響力!全球的洗劑用品市場，正因為清淨海生技股份有限公司的這項發明，創造歷史，讓無毒健康人生和環境再一次回到我們及下一代的生命中;另一方面清淨海也為擁有無毒更健康的生活，開發出無毒環保的消毒液及一系列防疫產品和防蚊液，來守護我們及地球的健康。2018年12月24日，清淨海生技股份有限公司順利掛牌興櫃，股票代號7516。清淨海生技股份有限公司一直汲汲營營、持續研發符合環保、守護健康、堅持無毒生活這樣理念，不斷努力創新並壯大市場規模和朝向上市櫃並進軍國際的策略規劃。郭台銘董事長今天蒞臨清淨海平鎮總公司指導，清淨海上上下下歡欣鼓舞！天然、環保、無毒、減料，終於不再只是喊喊口號而已，它早已成為國際市場主流趨勢，更是一場終結石化毒害的有力清道夫！清淨海生技股份有限公司24年來，可以穩穩站在改變及翻轉的主力浪頭上堅持力行，我們堅信:我們擁有別人沒有的完整經驗與獨家創新研發技術，加上環保、綠色標章的系列產品，還有羅董事長24年如一日的『阿甘精神！』，帶領大家繼續堅持不懈的生產、研發和創新，以期締造出更豐碩的天然環保果實，讓大家恃目以待！,2019/5/23
搶年輕票郭台銘拋4招救低薪尷尬郭喊設薪資平台金管會早決定下月上路,【財經中心╱台北報導】投入國民黨總統初選的鴻海集團董事長郭台銘再出招！昨午在臉書公布解決低薪4部曲，包括成立勞工薪資平台、賺錢卻不加薪的企業增稅、不賺錢企業協助轉型、重整教育體制改善「學用落差」等。但尷尬的是，郭董第一步要設立的薪資平台，金管會早已要求證交所6月起公告實施。郭董昨在臉書表示，解決薪資問題的第一步，「先找出哪些企業付低薪或高薪、企業獲利時是否替員工加薪」，將建立整合上市櫃公司營運和勞工薪資的大數據平台，讓國人上網查詢，了解業界薪資水準、公司近年獲利、加薪率等數據，自能分辨出哪些企業吝跟員工分享，讓良幣驅逐劣幣。第二是針對賺錢不加薪、薪資水準低於同業的企業，在不干預勞動市場下，給予該有警惕。郭還發豪語，「在我執政之後，這類企業不得參與政府標案，終止政府補助，且不適用《產創條例》在內的減稅措施。」第三則是協助不賺錢而無法加薪的企業走出困境，提供產業轉型升級的資訊和輔導，先提高企業獲利能力，再進一步要求加薪。郭董還說，會採取房市緊縮措施，讓企業利潤不會全被租金吞噬。第四步是考量部分企業不願給勞工好的起薪，是由於「學用落差」，但不該歸咎於青年學子的素質，而是政府和學校未盡職責，教育體制的重整，政府責無旁貸。郭董認為，應加速大學退場、健全技職教育、強化產學建教合作，通盤思考中等和高等教育培育出的人才，是否符合下一世代需求。最後，郭董還不忘再嗆總統蔡英文，指小英政府上任後，雖不斷調高基本工資，宣稱國人薪資水準已破5萬元，但從政府去年底公布的資料發現，薪資低於平均值的人數比重，從2012年的65.09%升至2017年的66.28%，代表高薪者加薪豐厚，中低薪者加薪微薄，顯然蔡政府沒能力解決低薪。對於郭董的青年政策，台綜院院長吳再益抱持肯定態度，認為有具體配套內容，特別是慣老闆若不加薪就加稅，應有助於改善現況。他也認為，台灣2000年以來，經濟成長率趨緩，多數經濟成長果實由老闆等資本家拿走，員工除少加薪，又得面臨高物價的痛苦，受僱者薪水多被物價、房價吃光。不過，值得一提的是，金管會去年7月已公布，今年6月底前，所有上市櫃公司須在公開資訊觀測站揭露員工（不含董事）平均薪資、非經理人全職員工平均薪資費用等資訊，明年6月起，更增加揭露前一年度非經理人全職員工薪資中位數，也就是中間的薪資水準。此外，郭台銘昨接受《聯合報》與《經濟日報》專訪，談及電力議題，他直言在辯論核能存廢前，應先思考節能減碳，他也痛批「很多公司在這邊蓋數據中心，只是看到台灣便宜電費」。郭還說，這跟鴻海在高軟投資不同，高軟除數據中心，還生產硬體。★改善低薪．建立整合上市櫃公司營運和勞工薪資的大數據平台，讓國人查詢想應徵的公司．賺錢不加薪、薪資水準低於同業，這類企業不得參與政府標案，終止政府補助．表態贊成鴻海帶頭加薪，但擔心現在行動有買票嫌疑．針對蔡英文所說爭取加班空間，郭回嗆勞工要的是加薪，加薪以後再來談加班★改變學用落差．教育體制重整，政府責無旁貸，應加速大學退場、健全技職教育、強化產學建教合作★雲林子弟回家．透過農工商轉型翻轉雲林，讓離鄉的雲林子弟回家★減輕勞工稅負．主張課富人稅，並減輕受薪階級、勞工稅務負擔資料來源：《蘋果》採訪整理,2019/5/23
